camera,day,frame_file,frame_path,timestamp,person_id_in_frame,x1,y1,x2,y2,bbox_width,bbox_height,bbox_area,center_x,center_y,confidence
bar_stage,day2,bar_stage_day2_18-00-00.jpg,data/raw_frames/bar_stage/day2 (04-09)/bar_stage_day2_18-00-00.jpg,18:00:00,1,1189.01,271.13,1461.91,1053.16,272.9,782.03,213412.2,1325.46,662.14,0.8659
bar_stage,day2,bar_stage_day2_18-00-00.jpg,data/raw_frames/bar_stage/day2 (04-09)/bar_stage_day2_18-00-00.jpg,18:00:00,2,1649.9,326.36,1770.42,621.72,120.52,295.35,35595.01,1710.16,474.04,0.395
bar_stage,day2,bar_stage_day2_18-00-03.jpg,data/raw_frames/bar_stage/day2 (04-09)/bar_stage_day2_18-00-03.jpg,18:00:03,1,1222.6,286.73,1488.25,1046.09,265.65,759.36,201724.87,1355.42,666.41,0.8904
bar_stage,day2,bar_stage_day2_18-00-03.jpg,data/raw_frames/bar_stage/day2 (04-09)/bar_stage_day2_18-00-03.jpg,18:00:03,2,1651.23,334.14,1767.46,624.04,116.23,289.9,33695.68,1709.35,479.09,0.4923
bar_stage,day2,bar_stage_day2_18-00-03.jpg,data/raw_frames/bar_stage/day2 (04-09)/bar_stage_day2_18-00-03.jpg,18:00:03,3,1075.51,426.12,1143.6,536.16,68.09,110.03,7492.46,1109.56,481.14,0.2733
bar_stage,day2,bar_stage_day2_18-00-06.jpg,data/raw_frames/bar_stage/day2 (04-09)/bar_stage_day2_18-00-06.jpg,18:00:06,1,1196.81,274.24,1451.89,1044.75,255.07,770.5,196533.84,1324.35,659.5,0.8846
bar_stage,day2,bar_stage_day2_18-00-06.jpg,data/raw_frames/bar_stage/day2 (04-09)/bar_stage_day2_18-00-06.jpg,18:00:06,2,966.93,410.52,1055.88,540.54,88.94,130.01,11563.84,1011.4,475.53,0.4051
bar_stage,day2,bar_stage_day2_18-00-06.jpg,data/raw_frames/bar_stage/day2 (04-09)/bar_stage_day2_18-00-06.jpg,18:00:06,3,1645.84,337.72,1767.85,623.45,122.01,285.73,34862.71,1706.85,480.58,0.3665
bar_stage,day2,bar_stage_day2_18-00-06.jpg,data/raw_frames/bar_stage/day2 (04-09)/bar_stage_day2_18-00-06.jpg,18:00:06,4,168.07,655.97,431.97,1072.76,263.9,416.8,109993.87,300.02,864.37,0.2606
bar_stage,day2,bar_stage_day2_18-00-09.jpg,data/raw_frames/bar_stage/day2 (04-09)/bar_stage_day2_18-00-09.jpg,18:00:09,1,1136.97,653.3,1564.48,1070.92,427.51,417.62,178540.24,1350.72,862.11,0.8022
bar_stage,day2,bar_stage_day2_18-00-09.jpg,data/raw_frames/bar_stage/day2 (04-09)/bar_stage_day2_18-00-09.jpg,18:00:09,2,1214.6,254.52,1483.11,790.22,268.51,535.7,143840.65,1348.86,522.37,0.779
bar_stage,day2,bar_stage_day2_18-00-09.jpg,data/raw_frames/bar_stage/day2 (04-09)/bar_stage_day2_18-00-09.jpg,18:00:09,3,1650.35,314.22,1770.92,618.67,120.58,304.45,36710.15,1710.64,466.45,0.2894
bar_stage,day2,bar_stage_day2_18-00-09.jpg,data/raw_frames/bar_stage/day2 (04-09)/bar_stage_day2_18-00-09.jpg,18:00:09,4,1255.27,641.3,1558.48,1074.26,303.22,432.96,131281.96,1406.88,857.78,0.2817
bar_stage,day2,bar_stage_day2_18-00-12.jpg,data/raw_frames/bar_stage/day2 (04-09)/bar_stage_day2_18-00-12.jpg,18:00:12,1,1220.93,276.94,1486.65,773.39,265.72,496.44,131914.37,1353.79,525.17,0.8459
bar_stage,day2,bar_stage_day2_18-00-12.jpg,data/raw_frames/bar_stage/day2 (04-09)/bar_stage_day2_18-00-12.jpg,18:00:12,2,1095.15,654.65,1534.37,1072.52,439.22,417.88,183541.44,1314.76,863.58,0.759
bar_stage,day2,bar_stage_day2_18-00-12.jpg,data/raw_frames/bar_stage/day2 (04-09)/bar_stage_day2_18-00-12.jpg,18:00:12,3,1653.44,318.93,1770.64,620.76,117.2,301.83,35374.08,1712.04,469.85,0.322
bar_stage,day2,bar_stage_day2_18-00-15.jpg,data/raw_frames/bar_stage/day2 (04-09)/bar_stage_day2_18-00-15.jpg,18:00:15,1,1222.98,237.36,1430.22,850.9,207.24,613.55,127154.56,1326.6,544.13,0.7924
bar_stage,day2,bar_stage_day2_18-00-15.jpg,data/raw_frames/bar_stage/day2 (04-09)/bar_stage_day2_18-00-15.jpg,18:00:15,2,1336.38,722.9,1703.29,1066.59,366.91,343.69,126100.87,1519.84,894.74,0.6356
bar_stage,day2,bar_stage_day2_18-00-15.jpg,data/raw_frames/bar_stage/day2 (04-09)/bar_stage_day2_18-00-15.jpg,18:00:15,3,1497.41,777.79,1920.0,1073.99,422.59,296.2,125170.9,1708.71,925.89,0.4864
bar_stage,day2,bar_stage_day2_18-00-15.jpg,data/raw_frames/bar_stage/day2 (04-09)/bar_stage_day2_18-00-15.jpg,18:00:15,4,1649.56,320.93,1769.96,621.57,120.4,300.63,36195.79,1709.76,471.25,0.3611
