camera,day,frame_file,frame_path,timestamp,person_id_in_frame,x1,y1,x2,y2,bbox_width,bbox_height,bbox_area,center_x,center_y,confidence
balcony,day4,balcony_day4_18-00-00.jpg,data/raw_frames/balcony/day4 (04-11)/balcony_day4_18-00-00.jpg,18:00:00,1,502.37,888.62,787.47,1080.0,285.09,191.38,54559.96,644.92,984.31,0.8315
balcony,day4,balcony_day4_18-00-00.jpg,data/raw_frames/balcony/day4 (04-11)/balcony_day4_18-00-00.jpg,18:00:00,2,921.48,778.55,1000.84,988.47,79.35,209.92,16658.19,961.16,883.51,0.7318
balcony,day4,balcony_day4_18-00-00.jpg,data/raw_frames/balcony/day4 (04-11)/balcony_day4_18-00-00.jpg,18:00:00,3,417.77,627.68,644.3,1066.38,226.53,438.7,99380.4,531.03,847.03,0.5872
balcony,day4,balcony_day4_18-00-00.jpg,data/raw_frames/balcony/day4 (04-11)/balcony_day4_18-00-00.jpg,18:00:00,4,824.23,809.89,882.24,986.75,58.0,176.86,10258.3,853.24,898.32,0.47
balcony,day4,balcony_day4_18-00-00.jpg,data/raw_frames/balcony/day4 (04-11)/balcony_day4_18-00-00.jpg,18:00:00,5,1385.97,737.5,1442.52,901.6,56.56,164.11,9281.32,1414.24,819.55,0.4402
balcony,day4,balcony_day4_18-00-00.jpg,data/raw_frames/balcony/day4 (04-11)/balcony_day4_18-00-00.jpg,18:00:00,6,383.15,604.42,502.62,851.47,119.47,247.06,29516.27,442.88,727.95,0.4298
balcony,day4,balcony_day4_18-00-00.jpg,data/raw_frames/balcony/day4 (04-11)/balcony_day4_18-00-00.jpg,18:00:00,7,942.43,572.27,976.39,646.65,33.96,74.38,2526.39,959.41,609.46,0.3981
balcony,day4,balcony_day4_18-00-00.jpg,data/raw_frames/balcony/day4 (04-11)/balcony_day4_18-00-00.jpg,18:00:00,8,1313.09,747.32,1370.37,905.39,57.28,158.07,9053.62,1341.73,826.36,0.3789
balcony,day4,balcony_day4_18-00-00.jpg,data/raw_frames/balcony/day4 (04-11)/balcony_day4_18-00-00.jpg,18:00:00,9,1385.14,675.72,1447.75,894.6,62.61,218.88,13704.3,1416.45,785.16,0.2953
balcony,day4,balcony_day4_18-00-00.jpg,data/raw_frames/balcony/day4 (04-11)/balcony_day4_18-00-00.jpg,18:00:00,10,894.27,562.17,940.03,658.2,45.77,96.04,4395.15,917.15,610.18,0.2698
balcony,day4,balcony_day4_18-00-00.jpg,data/raw_frames/balcony/day4 (04-11)/balcony_day4_18-00-00.jpg,18:00:00,11,1224.35,286.96,1275.23,352.95,50.88,65.98,3357.35,1249.79,319.96,0.2652
balcony,day4,balcony_day4_18-00-00.jpg,data/raw_frames/balcony/day4 (04-11)/balcony_day4_18-00-00.jpg,18:00:00,12,826.18,810.73,877.69,910.33,51.51,99.6,5130.86,851.94,860.53,0.263
balcony,day4,balcony_day4_18-00-03.jpg,data/raw_frames/balcony/day4 (04-11)/balcony_day4_18-00-03.jpg,18:00:03,1,100.35,810.74,311.52,1078.52,211.16,267.77,56543.89,205.94,944.63,0.6623
balcony,day4,balcony_day4_18-00-03.jpg,data/raw_frames/balcony/day4 (04-11)/balcony_day4_18-00-03.jpg,18:00:03,2,1417.63,756.31,1488.55,982.99,70.92,226.68,16076.04,1453.09,869.65,0.6127
balcony,day4,balcony_day4_18-00-03.jpg,data/raw_frames/balcony/day4 (04-11)/balcony_day4_18-00-03.jpg,18:00:03,3,1271.95,660.55,1326.92,833.39,54.97,172.84,9501.49,1299.44,746.97,0.5124
balcony,day4,balcony_day4_18-00-03.jpg,data/raw_frames/balcony/day4 (04-11)/balcony_day4_18-00-03.jpg,18:00:03,4,453.92,481.62,498.8,602.16,44.88,120.54,5409.16,476.36,541.89,0.4868
balcony,day4,balcony_day4_18-00-03.jpg,data/raw_frames/balcony/day4 (04-11)/balcony_day4_18-00-03.jpg,18:00:03,5,1601.27,774.71,1686.2,982.38,84.94,207.67,17639.48,1643.73,878.55,0.4468
balcony,day4,balcony_day4_18-00-03.jpg,data/raw_frames/balcony/day4 (04-11)/balcony_day4_18-00-03.jpg,18:00:03,6,785.75,439.57,824.69,564.17,38.94,124.6,4852.63,805.22,501.87,0.441
balcony,day4,balcony_day4_18-00-03.jpg,data/raw_frames/balcony/day4 (04-11)/balcony_day4_18-00-03.jpg,18:00:03,7,491.5,468.31,541.23,575.51,49.73,107.2,5331.68,516.37,521.91,0.3618
