camera,day,frame_file,frame_path,timestamp,person_id_in_frame,x1,y1,x2,y2,bbox_width,bbox_height,bbox_area,center_x,center_y,confidence
inside_bar,day1,inside_bar_day1_18-00-00.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-00-00.jpg,18:00:00,1,473.33,70.05,566.1,206.05,92.77,136.01,12616.99,519.71,138.05,0.3076
inside_bar,day1,inside_bar_day1_18-00-00.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-00-00.jpg,18:00:00,2,474.45,69.52,567.18,305.62,92.73,236.1,21894.34,520.81,187.57,0.2714
inside_bar,day1,inside_bar_day1_18-00-03.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-00-03.jpg,18:00:03,1,524.25,66.65,591.92,165.67,67.68,99.02,6701.19,558.09,116.16,0.3955
inside_bar,day1,inside_bar_day1_18-00-06.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-00-06.jpg,18:00:06,1,518.83,67.16,590.16,165.02,71.33,97.86,6980.53,554.5,116.09,0.3987
inside_bar,day1,inside_bar_day1_18-00-09.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-00-09.jpg,18:00:09,1,476.42,72.31,542.98,215.2,66.57,142.89,9511.69,509.7,143.76,0.2938
inside_bar,day1,inside_bar_day1_18-00-12.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-00-12.jpg,18:00:12,1,478.93,74.9,544.61,310.42,65.67,235.52,15467.49,511.77,192.66,0.4143
inside_bar,day1,inside_bar_day1_18-00-15.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-00-15.jpg,18:00:15,1,554.68,66.05,626.16,154.66,71.48,88.61,6334.16,590.42,110.36,0.4425
inside_bar,day1,inside_bar_day1_18-00-18.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-00-18.jpg,18:00:18,1,550.75,66.02,628.74,157.29,78.0,91.27,7119.26,589.74,111.66,0.5355
inside_bar,day1,inside_bar_day1_18-00-21.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-00-21.jpg,18:00:21,1,558.27,70.53,622.86,162.72,64.6,92.19,5955.2,590.57,116.63,0.4877
inside_bar,day1,inside_bar_day1_18-00-21.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-00-21.jpg,18:00:21,2,558.68,68.18,642.95,182.89,84.27,114.71,9667.06,600.81,125.53,0.2895
inside_bar,day1,inside_bar_day1_18-00-24.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-00-24.jpg,18:00:24,1,548.33,65.99,615.03,155.49,66.7,89.5,5969.71,581.68,110.74,0.2615
inside_bar,day1,inside_bar_day1_18-00-33.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-00-33.jpg,18:00:33,1,1361.05,111.06,1460.44,382.19,99.4,271.13,26949.17,1410.74,246.62,0.6385
inside_bar,day1,inside_bar_day1_18-00-36.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-00-36.jpg,18:00:36,1,1234.48,97.28,1322.07,398.56,87.59,301.28,26387.76,1278.27,247.92,0.7032
inside_bar,day1,inside_bar_day1_18-00-39.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-00-39.jpg,18:00:39,1,1076.83,125.71,1226.44,536.89,149.62,411.18,61518.58,1151.63,331.3,0.7682
inside_bar,day1,inside_bar_day1_18-00-57.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-00-57.jpg,18:00:57,1,540.59,64.16,608.2,165.22,67.62,101.05,6832.75,574.4,114.69,0.502
inside_bar,day1,inside_bar_day1_18-01-03.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-01-03.jpg,18:01:03,1,762.55,57.82,844.62,304.06,82.07,246.24,20208.44,803.58,180.94,0.6214
inside_bar,day1,inside_bar_day1_18-01-09.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-01-09.jpg,18:01:09,1,697.45,8.24,853.39,308.37,155.94,300.12,46801.25,775.42,158.31,0.446
inside_bar,day1,inside_bar_day1_18-01-09.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-01-09.jpg,18:01:09,2,772.16,46.82,850.58,310.54,78.42,263.71,20680.3,811.37,178.68,0.3775
inside_bar,day1,inside_bar_day1_18-01-12.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-01-12.jpg,18:01:12,1,750.89,21.32,842.76,305.91,91.88,284.59,26146.87,796.83,163.61,0.6034
inside_bar,day1,inside_bar_day1_18-01-15.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-01-15.jpg,18:01:15,1,688.69,50.77,810.21,321.6,121.52,270.83,32911.69,749.45,186.19,0.6339
inside_bar,day1,inside_bar_day1_18-01-15.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-01-15.jpg,18:01:15,2,736.96,53.52,810.74,323.95,73.78,270.43,19953.35,773.85,188.73,0.3494
inside_bar,day1,inside_bar_day1_18-01-18.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-01-18.jpg,18:01:18,1,708.87,13.49,819.67,321.77,110.8,308.29,34156.73,764.27,167.63,0.5895
inside_bar,day1,inside_bar_day1_18-01-21.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-01-21.jpg,18:01:21,1,733.33,59.45,811.51,321.9,78.18,262.45,20518.2,772.42,190.68,0.5049
inside_bar,day1,inside_bar_day1_18-01-24.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-01-24.jpg,18:01:24,1,733.33,59.45,811.51,321.9,78.18,262.45,20518.2,772.42,190.68,0.5049
inside_bar,day1,inside_bar_day1_18-01-30.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-01-30.jpg,18:01:30,1,491.38,71.88,580.14,287.55,88.75,215.66,19141.11,535.76,179.71,0.4718
inside_bar,day1,inside_bar_day1_18-01-33.jpg,data/raw_frames/inside_bar/day1 (04-08)/inside_bar_day1_18-01-33.jpg,18:01:33,1,411.98,82.83,504.06,349.28,92.08,266.45,24534.77,458.02,216.06,0.3839
