camera,day,frame_file,frame_path,timestamp,person_id_in_frame,x1,y1,x2,y2,bbox_width,bbox_height,bbox_area,center_x,center_y,confidence
street_view,day4,street_view_day4_18-00-00.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-00.jpg,18:00:00,1,939.2,378.23,1050.38,679.23,111.18,300.99,33463.52,994.79,528.73,0.8377
street_view,day4,street_view_day4_18-00-00.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-00.jpg,18:00:00,2,560.76,423.5,710.54,828.99,149.78,405.49,60734.19,635.65,626.25,0.833
street_view,day4,street_view_day4_18-00-00.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-00.jpg,18:00:00,3,392.57,423.53,506.92,800.21,114.36,376.68,43077.18,449.75,611.87,0.7704
street_view,day4,street_view_day4_18-00-00.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-00.jpg,18:00:00,4,1101.32,393.82,1200.2,691.78,98.88,297.96,29462.01,1150.76,542.8,0.7406
street_view,day4,street_view_day4_18-00-00.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-00.jpg,18:00:00,5,862.72,398.54,947.33,635.81,84.6,237.27,20073.97,905.03,517.18,0.69
street_view,day4,street_view_day4_18-00-00.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-00.jpg,18:00:00,6,1616.84,435.56,1731.25,707.31,114.41,271.75,31091.08,1674.04,571.43,0.6741
street_view,day4,street_view_day4_18-00-00.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-00.jpg,18:00:00,7,1275.71,393.59,1355.78,622.23,80.07,228.64,18308.06,1315.74,507.91,0.5664
street_view,day4,street_view_day4_18-00-00.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-00.jpg,18:00:00,8,1356.93,400.87,1430.63,606.98,73.71,206.12,15192.24,1393.78,503.92,0.4741
street_view,day4,street_view_day4_18-00-00.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-00.jpg,18:00:00,9,613.21,322.43,658.4,458.13,45.18,135.71,6131.52,635.8,390.28,0.4381
street_view,day4,street_view_day4_18-00-00.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-00.jpg,18:00:00,10,1222.8,346.7,1285.19,500.33,62.39,153.62,9584.83,1253.99,423.51,0.3591
street_view,day4,street_view_day4_18-00-00.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-00.jpg,18:00:00,11,1405.92,442.01,1493.02,632.12,87.11,190.11,16560.05,1449.47,537.06,0.3536
street_view,day4,street_view_day4_18-00-00.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-00.jpg,18:00:00,12,821.79,320.95,865.48,462.15,43.68,141.19,6167.57,843.63,391.55,0.3482
street_view,day4,street_view_day4_18-00-00.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-00.jpg,18:00:00,13,1494.41,396.16,1565.73,598.77,71.32,202.61,14449.52,1530.07,497.47,0.3433
street_view,day4,street_view_day4_18-00-00.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-00.jpg,18:00:00,14,1527.04,399.63,1581.34,605.96,54.3,206.33,11204.26,1554.19,502.79,0.2923
street_view,day4,street_view_day4_18-00-00.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-00.jpg,18:00:00,15,528.95,396.14,579.9,491.75,50.95,95.62,4871.82,554.42,443.94,0.2533
street_view,day4,street_view_day4_18-00-03.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-03.jpg,18:00:03,1,1455.25,443.44,1629.95,778.15,174.7,334.71,58474.57,1542.6,610.8,0.744
street_view,day4,street_view_day4_18-00-03.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-03.jpg,18:00:03,2,854.58,401.82,919.67,563.54,65.09,161.72,10526.59,887.12,482.68,0.5833
street_view,day4,street_view_day4_18-00-03.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-03.jpg,18:00:03,3,1628.08,509.39,1755.33,820.74,127.25,311.35,39619.48,1691.7,665.07,0.4961
street_view,day4,street_view_day4_18-00-03.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-03.jpg,18:00:03,4,1296.89,379.73,1372.79,615.13,75.9,235.4,17866.6,1334.84,497.43,0.441
street_view,day4,street_view_day4_18-00-03.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-03.jpg,18:00:03,5,972.35,386.92,1036.16,534.67,63.81,147.75,9427.57,1004.25,460.79,0.412
street_view,day4,street_view_day4_18-00-03.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-03.jpg,18:00:03,6,1124.64,378.83,1267.32,626.74,142.68,247.9,35370.8,1195.98,502.79,0.3855
street_view,day4,street_view_day4_18-00-03.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-03.jpg,18:00:03,7,1417.83,465.0,1486.23,655.52,68.41,190.52,13032.51,1452.03,560.26,0.3531
street_view,day4,street_view_day4_18-00-03.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-03.jpg,18:00:03,8,835.67,394.23,938.02,670.3,102.34,276.07,28253.72,886.84,532.26,0.3028
street_view,day4,street_view_day4_18-00-03.jpg,data/raw_frames/street_view/day4 (04-11)/street_view_day4_18-00-03.jpg,18:00:03,9,442.45,397.41,497.26,496.63,54.81,99.21,5437.83,469.86,447.02,0.2996
