camera,day,frame_file,frame_path,timestamp,person_id_in_frame,x1,y1,x2,y2,bbox_width,bbox_height,bbox_area,center_x,center_y,confidence
street_view,day1,street_view_day1_18-00-00.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-00.jpg,18:00:00,1,364.72,681.21,595.11,1076.5,230.39,395.29,91069.2,479.91,878.85,0.8826
street_view,day1,street_view_day1_18-00-00.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-00.jpg,18:00:00,2,93.99,687.77,377.34,1077.5,283.36,389.74,110434.17,235.67,882.63,0.8603
street_view,day1,street_view_day1_18-00-00.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-00.jpg,18:00:00,3,809.74,481.54,1050.62,888.81,240.88,407.27,98100.8,930.18,685.18,0.8564
street_view,day1,street_view_day1_18-00-00.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-00.jpg,18:00:00,4,0.02,401.13,62.3,649.1,62.29,247.97,15444.9,31.16,525.11,0.7336
street_view,day1,street_view_day1_18-00-00.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-00.jpg,18:00:00,5,554.06,323.85,606.1,455.7,52.04,131.85,6861.05,580.08,389.78,0.5961
street_view,day1,street_view_day1_18-00-00.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-00.jpg,18:00:00,6,763.23,321.51,832.1,470.32,68.87,148.81,10247.74,797.66,395.92,0.5416
street_view,day1,street_view_day1_18-00-00.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-00.jpg,18:00:00,7,339.71,646.43,465.5,869.49,125.79,223.06,28057.62,402.61,757.96,0.4249
street_view,day1,street_view_day1_18-00-00.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-00.jpg,18:00:00,8,1349.46,325.6,1403.75,428.22,54.29,102.62,5571.28,1376.6,376.91,0.3932
street_view,day1,street_view_day1_18-00-00.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-00.jpg,18:00:00,9,256.48,300.8,290.15,385.3,33.68,84.5,2845.56,273.32,343.05,0.3548
street_view,day1,street_view_day1_18-00-00.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-00.jpg,18:00:00,10,1708.35,413.57,1770.58,586.88,62.23,173.31,10785.68,1739.46,500.23,0.3173
street_view,day1,street_view_day1_18-00-03.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-03.jpg,18:00:03,1,371.89,681.62,593.25,1076.95,221.35,395.33,87507.17,482.57,879.29,0.8814
street_view,day1,street_view_day1_18-00-03.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-03.jpg,18:00:03,2,86.54,677.57,381.45,1077.36,294.91,399.8,117902.81,233.99,877.47,0.8564
street_view,day1,street_view_day1_18-00-03.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-03.jpg,18:00:03,3,519.76,424.77,654.02,766.64,134.27,341.87,45901.74,586.89,595.71,0.8183
street_view,day1,street_view_day1_18-00-03.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-03.jpg,18:00:03,4,1003.89,352.46,1085.21,608.29,81.32,255.83,20804.63,1044.55,480.37,0.7306
street_view,day1,street_view_day1_18-00-03.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-03.jpg,18:00:03,5,366.91,646.23,491.8,881.77,124.9,235.54,29417.67,429.36,764.0,0.4411
street_view,day1,street_view_day1_18-00-03.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-03.jpg,18:00:03,6,1700.77,417.26,1771.69,600.07,70.92,182.81,12964.71,1736.23,508.66,0.4402
street_view,day1,street_view_day1_18-00-03.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-03.jpg,18:00:03,7,1352.35,353.65,1390.71,429.93,38.36,76.27,2926.19,1371.53,391.79,0.3118
street_view,day1,street_view_day1_18-00-03.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-03.jpg,18:00:03,8,362.78,312.71,390.33,388.76,27.55,76.05,2094.92,376.56,350.74,0.2804
street_view,day1,street_view_day1_18-00-06.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-06.jpg,18:00:06,1,379.53,664.45,594.19,1077.28,214.67,412.83,88620.74,486.86,870.87,0.8557
street_view,day1,street_view_day1_18-00-06.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-06.jpg,18:00:06,2,137.65,682.15,393.64,1076.08,255.98,393.92,100837.53,265.64,879.11,0.8197
street_view,day1,street_view_day1_18-00-06.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-06.jpg,18:00:06,3,529.42,390.05,659.64,639.41,130.22,249.36,32471.03,594.53,514.73,0.7886
street_view,day1,street_view_day1_18-00-06.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-06.jpg,18:00:06,4,452.02,384.37,578.17,650.54,126.15,266.17,33575.6,515.1,517.46,0.7254
street_view,day1,street_view_day1_18-00-06.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-06.jpg,18:00:06,5,1607.89,436.93,1677.36,523.47,69.47,86.54,6011.82,1642.62,480.2,0.6321
street_view,day1,street_view_day1_18-00-06.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-06.jpg,18:00:06,6,1351.97,368.48,1439.25,577.76,87.28,209.28,18266.04,1395.61,473.12,0.5937
street_view,day1,street_view_day1_18-00-06.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-06.jpg,18:00:06,7,1365.86,369.61,1435.02,553.43,69.16,183.81,12713.17,1400.44,461.52,0.4783
street_view,day1,street_view_day1_18-00-06.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-06.jpg,18:00:06,8,400.35,315.58,438.3,424.45,37.96,108.87,4132.42,419.32,370.01,0.3443
street_view,day1,street_view_day1_18-00-09.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-09.jpg,18:00:09,1,99.57,687.92,393.74,1076.64,294.16,388.72,114347.53,246.66,882.28,0.8799
street_view,day1,street_view_day1_18-00-09.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-09.jpg,18:00:09,2,1622.0,459.95,1751.24,739.02,129.24,279.07,36067.2,1686.62,599.48,0.8625
street_view,day1,street_view_day1_18-00-09.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-09.jpg,18:00:09,3,382.27,677.17,597.29,1077.33,215.02,400.16,86044.37,489.78,877.25,0.8544
street_view,day1,street_view_day1_18-00-09.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-09.jpg,18:00:09,4,1426.29,464.3,1541.47,729.23,115.17,264.93,30512.79,1483.88,596.77,0.8492
street_view,day1,street_view_day1_18-00-09.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-09.jpg,18:00:09,5,1490.54,818.02,1705.53,1078.12,214.99,260.1,55918.46,1598.04,948.07,0.8271
street_view,day1,street_view_day1_18-00-09.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-09.jpg,18:00:09,6,249.94,385.46,377.03,650.64,127.09,265.17,33701.47,313.48,518.05,0.7095
street_view,day1,street_view_day1_18-00-09.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-09.jpg,18:00:09,7,367.93,378.91,469.22,632.31,101.29,253.4,25668.22,418.58,505.61,0.6816
street_view,day1,street_view_day1_18-00-09.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-09.jpg,18:00:09,8,627.58,333.92,664.57,438.39,36.99,104.47,3864.36,646.07,386.16,0.6657
street_view,day1,street_view_day1_18-00-09.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-09.jpg,18:00:09,9,1517.71,352.27,1575.7,470.94,58.0,118.67,6882.97,1546.71,411.61,0.5218
street_view,day1,street_view_day1_18-00-09.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-09.jpg,18:00:09,10,561.28,333.1,607.87,457.93,46.59,124.83,5815.76,584.57,395.52,0.5121
street_view,day1,street_view_day1_18-00-12.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-12.jpg,18:00:12,1,112.65,676.72,394.35,1076.27,281.71,399.55,112554.56,253.5,876.49,0.8621
street_view,day1,street_view_day1_18-00-12.jpg,data/raw_frames/street_view/day1 (04-08)/street_view_day1_18-00-12.jpg,18:00:12,2,1477.25,481.7,1636.8,810.9,159.55,329.2,52524.99,1557.02,646.3,0.8604
